"Location Name","Road Name","Area Name",Pincode,Latitude,Longitude,City,State,"Location Type","Media Formats",Orientation,"Media Tags",Width,Height,Illumination,"Ad Spot (Duration in seconds)","Total Ad spot per day","Total Advertisers","Display Charges PM","Production Cost","Installation Cost","Media Partner Name","Site Position",Junction,Obstruction,Visibility,Clutter,"Gym Count","Cafe Count","Mall Count","Park Count","Nearest City","Office Count","Others Count","School Count","Grocery Count","Lodging Count","Area Affluence","Bus Stop Count","Hospital Count","Pharmacy Count","Market Presence","Office Presence","Pet Store Count","Total POI Count","Warehouse Count","Pincode Category","Restaurant Count","Wholesaler Count","Bus Station Count","Cinema Hall Count","Event Venue Count","Liquor Shop Count","Other Store Count","Petrol Pump Count","Manufacturer Count","Sports Store Count","Travel Agent Count","Weekly Impressions","Doctor Clinic Count","Metro Station Count","Clothing Store Count","Footwear Store Count","Hardware Store Count","Market Concentration","Office Concentration","Police Station Count","Income Group Category","Jewellery Store Count","Nearest City Distance","Railway Station Count","Religious Place Count","Beauty And Salon Count","Monthly Average Income","Vegetable Market Count","Apartment Complex Count","Electronics Store Count","Nearest Cinema Distance","Nearest School Distance","Nearest Airport Distance","Nearest College Distance","Automotive Showroom Count","Nearest Bus Stop Distance","Nearest Religious Distance","Social Service Count (NGO)","Average Daily Footfall Count","College And University Count","Money Transfer Service Count","Mass Media Entertainment Count","Nearest Metro Station Distance","Nearest Shopping Mall Distance","Electronic Service Centre Count","Stationary And Xerox Shop Count","Nearest Railway Station Distance","Average Daily Traffic 12am-6am Count","Average Daily Traffic 12pm-6pm Count","Average Daily Traffic 6am-12pm Count","Average Daily Traffic 6pm-12am Count","Automotive Repair And Maintenance Count"
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"City Hospital Crossing",,"Karol Bagh",110005,28.6443,77.1914,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,1,,,,1,,,,,Low,None,,15,,metro,,,,,,,,,,,1,,,,,,,2,1,,,,6.872174087249647,,,,,,1,,1.848774004840447,0.1103033306060886,3.0,0.9929723616949212,,3.0,0.1150486336892126,,,1,1,,2.6003998289922827,0.3969506623136876,,,3.0,,,,,1
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Opposite Gurudwara Nanaksar Before Sri Gangaram Hospital",,"Rajinder Nagar",110008,28.6357,77.1855,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,1,2,,,delhi,22,,,4,2,,,1,1,High,High,,74,,metro,5,,,,,15,15,,,,2,,,,5,1,,34,25,,,,6.205093350289882,,,3,,,1,3,3.0,0.2456375672088085,3.0,0.0596185285966855,,3.0,0.1859619790192021,,,2,,,2.661730754214606,0.9282188792778758,,,3.0,,,,,
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
"Karol Bagh Gaffar Market Police Check Post (Pole No.1)",,"Karol Bagh",110005,28.6508,77.1903,Delhi,Delhi,empty,Billboard/Unipole,,,20,10,Frontlit,,1,,,,,,,,,,,,,,,delhi,2,,,,1,,,,1,High,High,,122,,metro,4,10,,,,45,45,,,,,,,,6,1,2,68,4,,,1,6.813839274005227,,,1,,,,24,1.371625882977345,0.1679444145741511,3.0,0.4096103046686388,,3.0,0.0790835084227892,,,,,,3.0,0.2887523633898551,,,3.0,,,,,2
